"Customer","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Churned","Pred_Prob","Risk_Level"
8462,36,"F",1,"Doctorate","Single","Less than $40K",25,1,2,3,2835,2511,324,0.731,4811,77,0.925,0.886,0,0.00820451116475679,"Low"
8463,44,"F",5,"Graduate","Single","Less than $40K",28,2,2,2,1558,879,679,0.874,4805,86,0.792,0.564,0,0.00551889431406331,"Low"
8464,47,"M",4,"Graduate","Single","$80K - $120K",42,1,1,3,7299,0,7299,0.806,4678,83,0.729,0,0,0.0418210022473056,"Low"
8465,56,"F",1,"High School","Single","Less than $40K",48,1,5,2,3556,0,3556,0.596,2220,45,0.731,0,1,0.33938773348894,"Medium"
8466,45,"F",3,"Graduate","Married","Less than $40K",35,1,2,2,1438.3,834,604.3,0.635,4976,70,0.842,0.58,0,0.027682064280666,"Low"
8467,35,"F",2,"Unknown","Single","Unknown",36,2,1,2,1507,0,1507,0.81,4679,85,0.771,0,0,0.028532292802245,"Low"
8468,51,"F",2,"Graduate","Married","Unknown",34,2,3,2,7551,0,7551,0.894,2977,46,0.394,0,1,0.344910295138884,"Medium"
8469,38,"F",2,"Uneducated","Single","Less than $40K",25,2,3,1,2468,872,1596,0.991,4426,76,1.111,0.353,0,0.013728530453919,"Low"
8470,42,"F",3,"Unknown","Married","Less than $40K",36,2,3,3,2515,1453,1062,0.649,4025,74,0.805,0.578,0,0.019281336954829,"Low"
8471,59,"F",0,"Graduate","Unknown","Unknown",49,2,3,2,9076,0,9076,0.899,3048,53,0.656,0,1,0.199803682271877,"Low"
8472,45,"M",3,"College","Single","$60K - $80K",35,1,1,2,10699,1099,9600,0.661,5052,61,0.694,0.103,0,0.152728289125133,"Low"
8473,34,"M",2,"High School","Married","$80K - $120K",25,6,2,0,1439,0,1439,0.89,2932,44,0.913,0,1,0.245626236271585,"Low"
8474,44,"F",3,"Doctorate","Married","Unknown",40,2,1,1,7212,1008,6204,0.727,5169,82,0.745,0.14,0,0.0150262883023715,"Low"
8475,54,"F",4,"High School","Single","$40K - $60K",48,2,4,1,3089,1177,1912,1.01,5237,75,0.829,0.381,0,0.019060391044873,"Low"
8476,46,"M",3,"Unknown","Unknown","$80K - $120K",41,1,2,2,11250,0,11250,0.482,4514,70,0.591,0,0,0.0707676749651386,"Low"
8477,53,"F",1,"College","Married","Less than $40K",36,1,3,3,1665,964,701,1.049,4881,75,0.923,0.579,0,0.0259069810278677,"Low"
8478,54,"M",1,"College","Single","$120K +",48,1,3,1,2456,1654,802,0.565,4468,84,0.75,0.673,0,0.00253555213453558,"Low"
8479,47,"M",1,"Graduate","Married","$60K - $80K",40,2,2,3,11773,0,11773,0.754,5098,58,1.071,0,0,0.338589600168345,"Medium"
8480,43,"F",4,"Graduate","Single","$40K - $60K",23,2,1,1,1438.3,0,1438.3,0.728,4494,82,0.708,0,0,0.0222316966718667,"Low"
8481,41,"F",3,"College","Single","$40K - $60K",32,2,1,2,3104,1954,1150,0.473,4699,77,0.925,0.63,0,0.00992296901134961,"Low"
8482,48,"F",3,"College","Unknown","Unknown",40,2,6,1,2337,0,2337,0.586,5203,90,0.765,0,0,0.0130181011159461,"Low"
8483,50,"F",3,"Uneducated","Married","Less than $40K",34,2,2,2,4060,2336,1724,0.943,5173,87,0.706,0.575,0,0.0050031020409593,"Low"
8484,42,"F",4,"Uneducated","Single","Less than $40K",24,2,2,2,3428,2209,1219,0.671,4751,87,0.642,0.644,0,0.00354545898117573,"Low"
8485,44,"M",3,"Unknown","Married","$40K - $60K",36,1,1,1,12967,2517,10450,0.787,4520,74,0.762,0.194,0,0.0163812763242855,"Low"
8486,45,"M",3,"Unknown","Single","Less than $40K",36,2,1,0,2326,642,1684,0.814,5413,90,0.765,0.276,0,0.0040246471885605,"Low"
8487,39,"F",3,"Graduate","Married","Unknown",26,2,2,3,4376,855,3521,0.839,2862,52,0.733,0.195,1,0.229210832683841,"Low"
8488,46,"M",3,"Uneducated","Married","$60K - $80K",33,2,2,1,12745,0,12745,0.538,4380,80,0.739,0,0,0.014944994877932,"Low"
8489,39,"M",2,"Doctorate","Single","$60K - $80K",36,2,2,1,1790,891,899,0.45,4498,96,0.574,0.498,0,0.00131915359648833,"Low"
8490,40,"F",3,"Uneducated","Unknown","Less than $40K",30,2,3,2,2969,0,2969,0.74,4109,70,1,0,0,0.0879208769043052,"Low"
8491,43,"M",3,"Doctorate","Single","$40K - $60K",35,2,6,3,4970,1588,3382,0.669,4436,83,0.804,0.32,0,0.0173404073805375,"Low"
8492,49,"F",3,"Graduate","Single","$40K - $60K",32,1,3,3,5400,1426,3974,0.595,4643,80,0.702,0.264,0,0.0290435983511409,"Low"
8493,46,"F",1,"Uneducated","Unknown","Unknown",28,5,2,6,2069,0,2069,0.656,2754,55,0.667,0,1,0.635872813336225,"High"
8494,52,"F",2,"Unknown","Married","Unknown",45,2,2,1,3192,0,3192,0.646,4191,80,0.739,0,0,0.0219163262609605,"Low"
8495,48,"F",3,"Unknown","Single","Less than $40K",37,2,2,1,2105,1072,1033,0.514,4833,81,1.077,0.509,0,0.00648404763042818,"Low"
8496,44,"M",4,"College","Single","$80K - $120K",34,2,2,3,1876,861,1015,0.839,5056,82,0.547,0.459,0,0.0194522219993147,"Low"
8497,57,"F",3,"Unknown","Unknown","Less than $40K",43,5,3,2,1462,0,1462,0.602,2299,42,0.312,0,1,0.443011039188018,"Medium"
8498,40,"F",2,"Unknown","Single","$40K - $60K",29,1,3,3,2351,1337,1014,0.613,5115,84,0.787,0.569,0,0.0117255256451433,"Low"
8499,54,"F",3,"Uneducated","Single","Less than $40K",49,2,2,2,1719,0,1719,0.579,4869,65,0.512,0,0,0.189329021748725,"Low"
8500,47,"F",4,"Uneducated","Single","$40K - $60K",36,1,1,0,1438.3,0,1438.3,0.61,5216,78,0.66,0,0,0.0277071676237703,"Low"
8501,26,"F",0,"Unknown","Married","Less than $40K",20,2,2,2,2516,2378,138,1.033,4746,75,0.875,0.945,0,0.00518451083031405,"Low"
8502,33,"F",1,"Graduate","Single","$40K - $60K",20,2,2,3,4883,0,4883,0.724,4613,82,1,0,0,0.0502038351171049,"Low"
8503,38,"M",3,"High School","Single","$80K - $120K",29,2,1,3,3413,1801,1612,0.88,3831,45,0.667,0.528,0,0.267425967691249,"Medium"
8504,59,"F",0,"Unknown","Single","$40K - $60K",52,2,4,3,1852,0,1852,0.902,2851,49,0.75,0,1,0.441854529306758,"Medium"
8505,35,"F",2,"Graduate","Married","Unknown",25,2,3,3,3339,2014,1325,0.688,4725,83,0.694,0.603,0,0.00951158891789566,"Low"
8506,45,"F",4,"College","Single","Less than $40K",41,6,3,2,3785,2517,1268,0.574,2401,54,0.742,0.665,1,0.0320287647852218,"Low"
8507,61,"M",0,"Uneducated","Single","$40K - $60K",49,1,2,3,2228,1480,748,0.533,4431,71,0.651,0.664,0,0.0243924146720803,"Low"
8508,55,"F",1,"Unknown","Unknown","Less than $40K",36,2,3,2,3626,795,2831,0.896,2954,42,0.556,0.219,1,0.335069695437652,"Medium"
8509,58,"F",0,"Graduate","Married","$40K - $60K",47,2,2,1,2194,1302,892,0.814,4962,81,0.841,0.593,0,0.00536557438580216,"Low"
8510,41,"F",5,"Graduate","Married","Less than $40K",28,2,3,1,2665,1936,729,0.757,4500,71,0.972,0.726,0,0.00799111878498104,"Low"
8511,42,"M",4,"Uneducated","Married","$40K - $60K",38,1,4,1,2444,0,2444,0.788,4220,50,1.174,0,0,0.322028093449644,"Medium"
8512,45,"F",4,"Uneducated","Married","Less than $40K",32,1,1,1,3335,2238,1097,0.644,5321,78,0.95,0.671,0,0.00637289386161235,"Low"
8513,45,"F",3,"Post-Graduate","Married","Less than $40K",32,2,3,2,2726,2127,599,0.814,5578,89,0.854,0.78,0,0.00289115588193288,"Low"
8514,51,"F",1,"High School","Married","Less than $40K",43,4,3,3,1665,1521,144,0.874,2878,45,0.452,0.914,1,0.0806954851441538,"Low"
8515,40,"F",2,"High School","Married","Less than $40K",28,1,3,3,2734,1661,1073,0.726,4981,90,0.698,0.608,0,0.00536384646948244,"Low"
8516,57,"F",2,"College","Single","Less than $40K",47,1,3,1,1727,996,731,0.767,5112,82,0.673,0.577,0,0.00554112600446665,"Low"
8517,50,"F",1,"Post-Graduate","Married","Unknown",46,2,2,1,19349,615,18734,0.708,4351,79,0.717,0.032,0,0.0108009819034254,"Low"
8518,53,"M",0,"Unknown","Single","$60K - $80K",42,1,2,0,13409,1168,12241,0.625,4031,82,0.745,0.087,0,0.00496572697170305,"Low"
8519,45,"F",3,"Graduate","Single","Less than $40K",39,2,2,3,1438.3,0,1438.3,0.81,4928,84,0.909,0,0,0.0553454634189796,"Low"
8520,42,"F",3,"College","Single","$40K - $60K",35,2,3,3,6330,1573,4757,0.899,3029,52,0.733,0.248,0,0.199404691377933,"Low"
8521,49,"F",4,"Graduate","Married","Less than $40K",42,2,4,3,2575,2517,58,0.31,1874,40,0.739,0.977,1,0.070193180217591,"Low"
8522,55,"F",1,"Unknown","Married","$40K - $60K",43,2,1,2,3391,1696,1695,0.537,4291,77,0.711,0.5,0,0.0119204652507343,"Low"
8523,48,"F",3,"Graduate","Married","Less than $40K",40,2,3,1,5298,0,5298,0.686,4834,80,0.667,0,0,0.0258542915509671,"Low"
8524,44,"F",2,"Post-Graduate","Married","Less than $40K",32,1,3,3,2540,1561,979,0.894,5039,82,0.745,0.615,0,0.0120409727099969,"Low"
8525,63,"M",1,"Graduate","Single","$60K - $80K",52,6,4,3,14324,2507,11817,0.433,2083,56,0.647,0.175,1,0.084994075029678,"Low"
8526,48,"F",5,"Unknown","Married","Less than $40K",43,1,1,3,2876,1628,1248,0.631,4752,80,0.739,0.566,0,0.0147032258297742,"Low"
8527,41,"F",5,"Graduate","Married","Less than $40K",28,2,3,3,1504,970,534,0.864,2801,51,1.217,0.645,1,0.0921736085673845,"Low"
8528,45,"F",2,"Uneducated","Single","Less than $40K",36,2,2,2,1839,0,1839,0.782,4930,91,0.784,0,0,0.0173182430580717,"Low"
8529,54,"F",2,"Doctorate","Married","Less than $40K",35,1,4,2,1685,0,1685,0.457,4155,85,0.667,0,0,0.0227772266309907,"Low"
8530,48,"F",3,"Graduate","Unknown","Less than $40K",36,1,1,3,4850,1022,3828,0.603,4187,86,0.686,0.211,0,0.0159069424522416,"Low"
8531,40,"F",3,"Uneducated","Married","Less than $40K",27,1,1,1,2840,2517,323,0.591,4405,82,0.864,0.886,0,0.00160851157262125,"Low"
8532,47,"F",4,"Graduate","Single","$40K - $60K",36,1,2,1,2977,1927,1050,0.731,5217,88,0.725,0.647,0,0.00245147436950172,"Low"
8533,45,"F",4,"Unknown","Single","Unknown",27,1,2,3,34516,0,34516,0.331,2198,42,0.355,0,1,0.195074481538102,"Low"
8534,39,"F",1,"Uneducated","Single","Less than $40K",35,1,5,1,1961,0,1961,0.631,4846,92,0.84,0,0,0.00936229966200006,"Low"
8535,53,"F",2,"High School","Married","Less than $40K",36,2,3,2,2156,1198,958,0.507,5092,95,0.759,0.556,0,0.00252207534218069,"Low"
8536,53,"F",0,"Uneducated","Married","$40K - $60K",40,1,3,3,2772,2414,358,0.805,5313,68,1.194,0.871,0,0.025725504699047,"Low"
8537,29,"F",1,"Uneducated","Married","Less than $40K",21,2,1,3,2832,1819,1013,0.674,4761,75,0.744,0.642,0,0.0195315359278378,"Low"
8538,44,"F",4,"High School","Single","Less than $40K",35,2,5,3,1552,1375,177,0.995,5064,80,0.905,0.886,0,0.00721198765973734,"Low"
8539,46,"M",2,"High School","Single","$40K - $60K",36,5,2,2,6362,0,6362,0.596,1968,51,0.759,0,1,0.180635111267219,"Low"
8540,40,"M",3,"Graduate","Divorced","Less than $40K",36,1,3,2,11409,1658,9751,0.989,4677,58,0.706,0.145,0,0.150917185588967,"Low"
8541,40,"F",2,"Uneducated","Single","Less than $40K",27,2,6,2,1965,0,1965,0.608,4268,91,0.857,0,0,0.0130513814084425,"Low"
8542,42,"F",2,"Uneducated","Married","$40K - $60K",29,1,2,2,1622,0,1622,0.709,4633,67,0.634,0,0,0.148035313792551,"Low"
8543,38,"F",4,"Uneducated","Married","Less than $40K",27,1,3,1,1736,1319,417,0.667,5045,86,0.755,0.76,0,0.0021412707489619,"Low"
8544,54,"F",2,"College","Single","Unknown",36,1,3,3,8827,0,8827,0.782,2643,50,0.515,0,1,0.317478347344947,"Medium"
8545,49,"M",4,"High School","Married","$80K - $120K",36,2,3,3,24256,1076,23180,0.568,4269,69,0.643,0.044,0,0.0539740690129298,"Low"
8546,52,"F",3,"Uneducated","Single","$40K - $60K",36,2,3,3,1915,1445,470,0.374,2264,39,0.56,0.755,1,0.161240406147822,"Low"
8547,38,"F",4,"College","Single","Less than $40K",27,2,3,3,1438.3,0,1438.3,0.721,4564,79,0.717,0,0,0.0764960761981611,"Low"
8548,44,"F",2,"Graduate","Married","Unknown",26,2,1,3,2006,1030,976,0.881,5337,85,0.735,0.513,0,0.0138902907682298,"Low"
8549,44,"F",1,"Uneducated","Divorced","Less than $40K",37,1,2,3,5594,1235,4359,0.549,5220,75,0.829,0.221,0,0.0659871459375273,"Low"
8550,52,"F",3,"High School","Married","Unknown",38,2,1,2,3505,2517,988,0.612,5034,79,0.681,0.718,0,0.00715260905823365,"Low"
8551,56,"F",3,"High School","Unknown","Less than $40K",44,4,3,2,1667,595,1072,0.63,2424,40,0.481,0.357,1,0.267127665510525,"Medium"
8552,47,"F",5,"High School","Single","Less than $40K",36,2,3,2,1636,0,1636,0.694,2235,35,0.591,0,1,0.607408687746376,"High"
8553,52,"F",3,"Unknown","Married","Less than $40K",38,1,2,3,3281,911,2370,0.665,4431,67,1.094,0.278,0,0.0968041179880529,"Low"
8554,50,"F",3,"High School","Single","Less than $40K",42,1,3,2,1477,0,1477,0.685,4680,80,0.778,0,0,0.046305827086466,"Low"
8555,44,"F",4,"Graduate","Married","Less than $40K",36,6,3,3,1905,0,1905,0.845,3120,46,0.586,0,1,0.544484933393109,"High"
8556,39,"M",2,"Graduate","Single","$60K - $80K",19,1,2,1,6146,0,6146,0.577,3645,76,0.551,0,0,0.0224254671794305,"Low"
8557,53,"M",2,"College","Married","$40K - $60K",40,2,3,0,2672,1604,1068,0.62,4766,75,1.083,0.6,0,0.00532754031875496,"Low"
8558,42,"M",4,"High School","Married","$60K - $80K",38,2,2,2,13426,0,13426,0.717,4674,66,0.886,0,0,0.0985443304884512,"Low"
8559,48,"M",3,"Graduate","Divorced","$40K - $60K",43,2,3,3,9104,145,8959,0.765,2563,34,0.417,0.016,1,0.677803214412735,"High"
8560,47,"M",2,"Post-Graduate","Married","$80K - $120K",35,1,3,1,30300,1166,29134,0.715,4146,64,0.882,0.038,0,0.0251339424132292,"Low"
8561,51,"M",3,"Graduate","Married","$80K - $120K",39,1,2,1,7088,1750,5338,0.618,4691,76,0.727,0.247,0,0.0165376541800071,"Low"
8562,56,"F",3,"Graduate","Married","$40K - $60K",36,2,3,2,1872,661,1211,0.756,4970,81,0.929,0.353,0,0.0174006810053455,"Low"
8563,33,"F",4,"College","Married","$40K - $60K",26,1,2,3,2874,2517,357,0.73,4794,88,0.6,0.876,0,0.00279521797994011,"Low"
8564,36,"M",2,"Graduate","Single","$40K - $60K",36,2,2,1,6763,1660,5103,0.573,4972,76,0.9,0.245,0,0.0189944034018494,"Low"
8565,57,"M",2,"Unknown","Divorced","$120K +",38,1,2,4,24379,1116,23263,0.62,2836,41,0.281,0.046,1,0.450648902680727,"Medium"
8566,39,"F",1,"Graduate","Single","Less than $40K",21,1,2,1,2867,1365,1502,0.502,4445,89,0.745,0.476,0,0.00262313472867919,"Low"
8567,59,"M",0,"Uneducated","Unknown","$60K - $80K",48,2,6,2,13172,0,13172,0.876,2598,47,0.621,0,1,0.235200389845482,"Low"
8568,41,"F",2,"High School","Single","Less than $40K",36,4,3,3,2201,2104,97,0.648,2408,38,0.583,0.956,1,0.111241349829624,"Low"
8569,29,"F",0,"College","Married","Less than $40K",19,2,1,2,3261,2517,744,0.636,2461,54,0.742,0.772,1,0.0249869517030579,"Low"
8570,39,"F",3,"High School","Married","$40K - $60K",21,1,2,1,5027,0,5027,0.853,4850,70,0.75,0,0,0.0686659768120133,"Low"
8571,47,"F",2,"Unknown","Unknown","$40K - $60K",36,1,3,3,1811,0,1811,0.61,5390,87,0.776,0,0,0.0492687554313772,"Low"
8572,49,"M",1,"High School","Married","$60K - $80K",36,2,3,2,2465,1334,1131,0.95,4806,83,0.766,0.541,0,0.00760105660129272,"Low"
8573,43,"F",3,"Graduate","Single","Less than $40K",36,1,3,3,7584,1834,5750,0.818,4783,65,0.667,0.242,0,0.120036230307137,"Low"
8574,46,"F",2,"Unknown","Married","Less than $40K",36,2,3,2,4065,2517,1548,0.957,2899,51,0.821,0.619,1,0.0584917697414204,"Low"
8575,60,"M",1,"High School","Divorced","$80K - $120K",48,1,5,3,28930,0,28930,0.645,2251,27,0.227,0,1,0.594463258925767,"High"
8576,48,"M",4,"Graduate","Married","$80K - $120K",33,1,3,2,4963,2115,2848,0.767,4989,78,0.696,0.426,0,0.0165189956002481,"Low"
8577,50,"M",3,"Post-Graduate","Married","$60K - $80K",45,6,4,3,2049,0,2049,0.974,2703,54,1,0,1,0.308540516624099,"Medium"
8578,47,"M",3,"Uneducated","Divorced","$60K - $80K",41,2,3,3,1943,0,1943,0.494,5108,81,0.884,0,0,0.07690340595836,"Low"
8579,56,"F",1,"Post-Graduate","Married","$40K - $60K",38,1,2,1,3485,1465,2020,0.653,4776,87,1.023,0.42,0,0.00419442031260219,"Low"
8580,43,"M",3,"Graduate","Married","$80K - $120K",38,3,5,1,23459,2305,21154,0.636,7279,83,0.627,0.098,0,0.016847305595358,"Low"
8581,51,"F",2,"College","Single","Less than $40K",31,2,1,3,2306,1627,679,0.507,3776,70,0.944,0.706,0,0.0181473651907312,"Low"
8582,42,"M",3,"High School","Married","$80K - $120K",36,2,3,3,18177,841,17336,0.888,8512,94,0.679,0.046,0,0.0364999210223657,"Low"
8583,49,"F",2,"Graduate","Unknown","Less than $40K",36,3,1,3,3252,2517,735,0.878,7418,90,0.579,0.774,0,0.00910564240282617,"Low"
8584,47,"F",3,"Uneducated","Single","Less than $40K",41,3,3,0,2894,2117,777,0.79,7471,87,0.673,0.732,0,0.00342698823907191,"Low"
8585,44,"M",3,"Post-Graduate","Married","$80K - $120K",32,3,4,2,34516,1807,32709,0.665,7663,91,0.655,0.052,0,0.00960468907656182,"Low"
8586,44,"M",3,"High School","Married","$120K +",34,3,1,2,34516,2517,31999,0.814,7427,83,0.566,0.073,0,0.0180753512651002,"Low"
8587,53,"M",3,"Graduate","Single","$120K +",43,3,1,3,34516,2435,32081,0.77,7758,98,0.719,0.071,0,0.00761641553859982,"Low"
8588,41,"M",3,"Graduate","Single","$40K - $60K",37,3,3,2,7839,1544,6295,0.715,7904,83,0.804,0.197,0,0.0554604085655902,"Low"
8589,49,"M",2,"Unknown","Married","$120K +",38,3,6,3,16494,1158,15336,0.692,7761,84,0.647,0.07,0,0.0706711609190096,"Low"
8590,49,"M",1,"High School","Married","$60K - $80K",36,2,2,3,6224,2201,4023,0.832,7693,70,0.628,0.354,0,0.180662138259122,"Low"
8591,42,"F",3,"College","Married","Less than $40K",13,3,2,3,6078,1478,4600,0.849,8442,95,0.508,0.243,0,0.0331668300112795,"Low"
8592,50,"M",3,"High School","Single","$80K - $120K",39,3,3,2,21322,2216,19106,0.921,8693,91,0.569,0.104,0,0.0241657063137851,"Low"
8593,51,"M",3,"Post-Graduate","Married","$40K - $60K",36,2,3,3,1590,1273,317,0.64,7352,80,0.818,0.801,0,0.0238518876819336,"Low"
8594,52,"F",3,"Uneducated","Divorced","Less than $40K",36,3,1,2,1986,1411,575,0.799,7249,86,0.509,0.71,0,0.00998815332079254,"Low"
8595,48,"M",3,"Graduate","Single","$60K - $80K",36,2,1,1,15618,0,15618,0.706,7549,77,0.638,0,0,0.0639175413347933,"Low"
8596,44,"M",2,"Uneducated","Married","$80K - $120K",33,3,1,1,34496,1665,32831,0.883,8092,80,0.667,0.048,0,0.0214390807350436,"Low"
8597,40,"F",2,"High School","Single","$40K - $60K",35,2,1,2,2544,1713,831,0.696,8006,88,0.571,0.673,0,0.0121681381735565,"Low"
8598,42,"M",1,"Graduate","Unknown","$80K - $120K",36,2,1,2,4765,1516,3249,0.709,7380,76,0.689,0.318,0,0.0722944526472896,"Low"
8599,43,"F",3,"Unknown","Single","Unknown",37,2,3,1,16583,1797,14786,0.889,7823,87,0.673,0.108,0,0.0193305932003405,"Low"
8600,42,"M",3,"Graduate","Married","Less than $40K",36,2,2,1,6153,974,5179,0.703,7434,92,0.586,0.158,0,0.0144504789418382,"Low"
8601,42,"F",4,"High School","Married","Less than $40K",36,2,3,2,15987,1187,14800,0.597,7471,88,0.467,0.074,0,0.0274385037491215,"Low"
8602,51,"F",4,"Unknown","Single","Less than $40K",40,3,2,2,5139,1799,3340,0.94,7548,89,0.618,0.35,0,0.0199792163043351,"Low"
8603,61,"F",1,"High School","Single","Less than $40K",56,3,2,2,3421,2266,1155,0.659,6932,75,0.744,0.662,0,0.0275952682262111,"Low"
8604,59,"M",0,"Uneducated","Single","$40K - $60K",36,3,2,2,11000,1013,9987,0.697,7302,86,0.654,0.092,0,0.0374867378922401,"Low"
8605,46,"F",4,"Uneducated","Married","Less than $40K",37,3,3,3,2490,0,2490,0.835,8178,91,0.596,0,0,0.0988043553210047,"Low"
8606,51,"M",2,"Post-Graduate","Unknown","$80K - $120K",46,2,3,2,34516,814,33702,0.735,7889,98,0.508,0.024,0,0.00570463375418434,"Low"
8607,48,"F",3,"Post-Graduate","Married","Less than $40K",36,2,2,1,2490,1582,908,0.76,7719,86,0.623,0.635,0,0.00912202611691053,"Low"
8608,44,"F",4,"High School","Single","$40K - $60K",36,3,2,2,2055,0,2055,0.975,7674,80,0.633,0,0,0.143974122085829,"Low"
8609,56,"M",2,"Unknown","Single","$40K - $60K",48,2,2,1,14344,2014,12330,0.726,7359,85,0.574,0.14,0,0.0197485081475831,"Low"
8610,42,"F",1,"Post-Graduate","Single","Less than $40K",28,3,3,0,3453,1010,2443,0.801,8108,85,0.7,0.292,0,0.0185621659368577,"Low"
8611,40,"M",2,"College","Divorced","$60K - $80K",36,3,2,1,20304,0,20304,0.809,7494,85,0.667,0,0,0.0232173428892121,"Low"
8612,61,"F",1,"College","Single","Less than $40K",55,2,3,2,8283,1444,6839,0.698,7553,104,0.529,0.174,0,0.00641128059105691,"Low"
8613,45,"M",4,"Uneducated","Single","$80K - $120K",35,2,2,2,11318,2082,9236,0.733,7179,93,0.632,0.184,0,0.013676371749349,"Low"
8614,49,"M",2,"Graduate","Single","$80K - $120K",43,2,3,3,2384,1919,465,0.5,3512,50,0.471,0.805,1,0.0841321327980869,"Low"
8615,47,"M",3,"Uneducated","Married","$60K - $80K",36,2,3,1,11919,2347,9572,0.842,8257,96,0.574,0.197,0,0.00929092008434862,"Low"
8616,45,"F",3,"High School","Married","Less than $40K",32,2,5,1,2948,968,1980,0.946,7834,86,0.509,0.328,0,0.0222828000591178,"Low"
8617,43,"M",3,"College","Unknown","$60K - $80K",36,2,1,2,5397,1265,4132,0.676,7791,84,0.615,0.234,0,0.0488440009642367,"Low"
8618,42,"M",3,"Graduate","Married","$60K - $80K",29,3,3,1,12294,2517,9777,0.775,7906,87,0.611,0.205,0,0.0187371109957018,"Low"
8619,42,"M",5,"High School","Unknown","$80K - $120K",23,3,2,3,7253,0,7253,0.644,7595,83,0.804,0,0,0.131107757063903,"Low"
8620,43,"F",3,"College","Married","Unknown",36,3,3,3,21922,1467,20455,0.696,7409,89,0.679,0.067,0,0.0297366234677409,"Low"
8621,40,"M",3,"High School","Married","$60K - $80K",28,2,2,3,13452,2517,10935,0.781,7582,69,0.917,0.187,0,0.208208785953372,"Low"
8622,50,"F",3,"College","Married","Unknown",44,2,1,3,24735,2296,22439,0.808,7910,95,0.557,0.093,0,0.0165207137272284,"Low"
8623,53,"F",3,"Graduate","Single","$40K - $60K",45,2,2,1,4942,2119,2823,0.718,7460,85,0.604,0.429,0,0.0143758838145072,"Low"
8624,49,"M",1,"Graduate","Married","$40K - $60K",40,6,1,4,14973,0,14973,0.895,4517,59,0.439,0,1,0.333467185365836,"Medium"
8625,44,"M",4,"Uneducated","Single","$80K - $120K",31,3,2,3,19719,1303,18416,0.91,8385,97,0.565,0.066,0,0.0227342716007093,"Low"
8626,49,"M",4,"Unknown","Unknown","$80K - $120K",29,2,2,2,29690,2517,27173,0.769,7640,86,0.564,0.085,0,0.0179525115186589,"Low"
8627,42,"F",4,"Graduate","Married","Unknown",31,3,2,1,6751,1192,5559,0.776,7921,93,0.55,0.177,0,0.0147765951739898,"Low"
8628,43,"F",3,"High School","Married","Less than $40K",36,3,3,2,9484,2451,7033,0.637,7242,95,0.508,0.258,0,0.0102133265760636,"Low"
8629,51,"F",3,"Unknown","Single","Less than $40K",46,3,2,2,4333,1848,2485,0.634,7643,85,0.771,0.426,0,0.025827316737248,"Low"
8630,40,"F",3,"Uneducated","Unknown","Less than $40K",30,2,5,2,2481,2119,362,0.801,8097,88,0.63,0.854,0,0.00758534689972551,"Low"
8631,57,"F",4,"Post-Graduate","Single","Less than $40K",45,2,2,3,3059,1744,1315,0.614,7709,89,0.561,0.57,0,0.0203995488593285,"Low"
8632,51,"M",0,"Doctorate","Single","$120K +",44,3,2,3,34516,1925,32591,0.764,8012,87,0.582,0.056,0,0.0261544873024157,"Low"
8633,49,"M",2,"Doctorate","Divorced","$80K - $120K",36,3,3,1,25178,1803,23375,0.767,7836,87,0.582,0.072,0,0.0141911902462543,"Low"
8634,61,"M",1,"Graduate","Single","Less than $40K",54,3,3,1,7169,629,6540,0.807,8216,80,0.509,0.088,0,0.0732413463788872,"Low"
8635,62,"M",2,"Graduate","Single","$60K - $80K",56,2,3,2,18224,1383,16841,0.705,7728,93,0.576,0.076,0,0.0166996201053526,"Low"
8636,39,"M",1,"Unknown","Single","$80K - $120K",28,3,1,3,34516,2017,32499,0.93,8453,90,0.731,0.058,0,0.0232880110807598,"Low"
8637,52,"M",2,"Graduate","Divorced","$60K - $80K",34,2,1,1,4813,0,4813,0.693,7477,91,0.655,0,0,0.0269856186394028,"Low"
8638,38,"F",1,"High School","Single","Unknown",27,2,2,2,24965,2517,22448,0.851,7866,84,0.909,0.101,0,0.028776980971288,"Low"
8639,50,"F",3,"High School","Single","Less than $40K",38,3,2,2,12569,2167,10402,0.634,7344,95,0.696,0.172,0,0.0117073528834013,"Low"
8640,43,"M",3,"Unknown","Divorced","$120K +",30,3,1,2,34516,2517,31999,0.77,7437,86,0.623,0.073,0,0.0135036734935247,"Low"
8641,53,"F",2,"College","Single","Less than $40K",48,2,2,2,8259,1182,7077,0.822,7957,88,0.544,0.143,0,0.0399571242631023,"Low"
8642,42,"M",4,"High School","Married","$60K - $80K",27,2,3,2,13804,1903,11901,0.723,7376,97,0.54,0.138,0,0.0100927136263915,"Low"
8643,43,"F",1,"High School","Single","Unknown",30,3,2,0,5700,1904,3796,0.649,7939,95,0.61,0.334,0,0.00510593074380585,"Low"
8644,43,"F",4,"Graduate","Married","Less than $40K",35,3,3,0,6448,1464,4984,0.615,7546,88,0.63,0.227,0,0.0113405662768742,"Low"
8645,57,"M",2,"Post-Graduate","Divorced","$60K - $80K",51,2,3,3,5479,1200,4279,0.798,7960,86,0.458,0.219,0,0.0706108470125085,"Low"
